Genero,avg(Precio)
Action;Massively Multiplayer;RPG,6.0899999141693115
Action;Massively Multiplayer;RPG;Early Access,2.0266666412353516
Action;Massively Multiplayer;RPG;Strategy,6.989999771118164
Action;Massively Multiplayer;Racing,29.656667073567707
Action;Massively Multiplayer;Racing;RPG;Simulation;Early Access,0.0
Action;Massively Multiplayer;Racing;Simulation,1.690000057220459
Action;Massively Multiplayer;Simulation,12.039999842643738
Action;Massively Multiplayer;Simulation;Early Access,12.993333180745443
Action;Massively Multiplayer;Simulation;Strategy,18.989999771118164
Action;Massively Multiplayer;Strategy,15.489999771118164
Action;Massively Multiplayer;Strategy;Early Access,6.989999771118164
Action;RPG,13.314698785184378
Action;RPG;Early Access,7.548571348190308
Action;RPG;Indie,6.15666651725769
Action;RPG;Simulation,11.231999921798707
Action;RPG;Simulation;Early Access,11.390000343322754
Action;RPG;Simulation;Strategy,18.989999771118164
Action;RPG;Sports;Early Access,11.390000343322754
Action;RPG;Strategy,16.73100004196167
Action;RPG;Strategy;Early Access,6.989999771118164
Action;Racing,6.918717881043752
Action;Racing;Early Access,5.370000004768372
Action;Racing;RPG,5.590000152587891
Action;Racing;Simulation,3.15666671593984
Action;Racing;Simulation;Sports,6.552499927580357
Action;Racing;Sports,8.773333191871643
Action;Racing;Sports;Early Access,19.489999771118164
Action;Racing;Strategy,1.590000033378601
Action;Simulation,10.120476208035909
Action;Simulation;Early Access,9.31333323319753
Action;Simulation;Sports,2.9910000264644623
Action;Simulation;Sports;Strategy,7.489999771118164
Action;Simulation;Strategy,20.612143218517303
Action;Simulation;Strategy;Early Access,5.423333247502645
Action;Sports,9.684000182151795
Action;Sports;Early Access,5.489999890327454
Action;Sports;Strategy,9.989999771118164
Action;Sports;Strategy;Early Access,10.989999771118164
Action;Strategy,8.276197143003975
Action;Strategy;Casual,6.989999771118164
Action;Strategy;Early Access,7.489999905228615
Action;Strategy;Indie,3.539999842643738
Action;Strategy;Indie;Sports,3.990000009536743
Adventure,8.25945559492515
Adventure;Casual,6.713036357994504
Adventure;Casual;Early Access,5.442499995231628
Adventure;Casual;Free to Play,0.0
Adventure;Casual;Free to Play;Early Access,0.0
Adventure;Casual;Free to Play;Indie,0.05042553328453226
Adventure;Casual;Free to Play;Indie;Early Access,0.0
Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,0.0
Adventure;Casual;Free to Play;Indie;Massively Multiplayer;Simulation,0.0
Adventure;Casual;Free to Play;Indie;RPG,0.0
Adventure;Casual;Free to Play;Indie;RPG;Early Access,0.0
Adventure;Casual;Free to Play;Indie;RPG;Simulation,0.0
Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy,0.0
Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy;Early Access,0.0
Adventure;Casual;Free to Play;Indie;RPG;Strategy,0.0
Adventure;Casual;Free to Play;Indie;Simulation,0.0
Adventure;Casual;Free to Play;Indie;Simulation;Sports;Strategy,0.0
Adventure;Casual;Free to Play;Indie;Strategy,0.0
Adventure;Casual;Free to Play;Indie;Strategy;Early Access,0.0
Adventure;Casual;Free to Play;Massively Multiplayer;RPG,0.0
Adventure;Casual;Free to Play;Massively Multiplayer;RPG;Simulation;Sports;Early Access,0.0
Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0
Adventure;Casual;Free to Play;RPG,0.0
Adventure;Casual;Free to Play;Simulation,0.0
Adventure;Casual;Free to Play;Sports,0.0
Adventure;Casual;Free to Play;Strategy,0.0
Adventure;Casual;Indie,4.528263682640564
Adventure;Casual;Indie;Animation & Modeling;Education;Video Production,0.7900000214576721
Adventure;Casual;Indie;Early Access,5.770799942016602
Adventure;Casual;Indie;Massively Multiplayer,0.7900000214576721
Adventure;Casual;Indie;Massively Multiplayer;RPG,2.0899999141693115
Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Sports;Strategy,0.7900000214576721
Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy,0.0
Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access,1.690000057220459
Adventure;Casual;Indie;Massively Multiplayer;Simulation,1.690000057220459
Adventure;Casual;Indie;Massively Multiplayer;Strategy;Early Access,1.9950000047683716
Adventure;Casual;Indie;RPG,4.687676005380254
Adventure;Casual;Indie;RPG;Early Access,5.311000007390976
Adventure;Casual;Indie;RPG;Simulation,6.1175862016349
Adventure;Casual;Indie;RPG;Simulation;Early Access,5.749999994039536
Adventure;Casual;Indie;RPG;Simulation;Sports,6.39000004529953
Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy,2.490000009536743
Adventure;Casual;Indie;RPG;Simulation;Strategy,3.938684195280075
Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access,11.390000343322754
Adventure;Casual;Indie;RPG;Sports,2.890000104904175
Adventure;Casual;Indie;RPG;Strategy,4.191639299275445
Adventure;Casual;Indie;RPG;Strategy;Early Access,6.714999929070473
Adventure;Casual;Indie;Racing,2.4227272868156433
Adventure;Casual;Indie;Racing;Early Access,0.7900000214576721
Adventure;Casual;Indie;Racing;RPG;Simulation;Strategy,2.890000104904175
Adventure;Casual;Indie;Racing;Simulation,6.989999890327454
Adventure;Casual;Indie;Racing;Simulation;Early Access,0.7900000214576721
Adventure;Casual;Indie;Racing;Simulation;Sports,2.840000033378601
Adventure;Casual;Indie;Racing;Simulation;Sports;Early Access,4.789999961853027
Adventure;Casual;Indie;Racing;Simulation;Sports;Strategy,0.7900000214576721
Adventure;Casual;Indie;Racing;Strategy,5.789999961853027
Adventure;Casual;Indie;Simulation,5.769787282808452
Adventure;Casual;Indie;Simulation;Accounting,2.0899999141693115
Adventure;Casual;Indie;Simulation;Early Access,6.731000018119812
Adventure;Casual;Indie;Simulation;Sports,2.5399999991059303
Adventure;Casual;Indie;Simulation;Sports;Strategy,2.002500005066395
Adventure;Casual;Indie;Simulation;Strategy,3.7676922793571768
Adventure;Casual;Indie;Simulation;Strategy;Early Access,7.729999923706055
Adventure;Casual;Indie;Sports,2.310000014305115
Adventure;Casual;Indie;Sports;Early Access,7.190000057220459
Adventure;Casual;Indie;Sports;Strategy,1.7900000214576721
Adventure;Casual;Indie;Strategy,3.6338181679899044
Adventure;Casual;Indie;Strategy;Early Access,4.632857118334089
Adventure;Casual;Massively Multiplayer;Simulation,7.190000057220459
Adventure;Casual;RPG,3.7066666583220163
Adventure;Casual;RPG;Early Access,3.990000009536743
Adventure;Casual;RPG;Simulation,11.84249997138977
Adventure;Casual;RPG;Simulation;Strategy,11.18999989827474
Adventure;Casual;RPG;Strategy,5.209999942779541
Adventure;Casual;Racing,4.245000004768372
Adventure;Casual;Simulation,9.57774996459484
Adventure;Casual;Simulation;Design & Illustration,0.0
Adventure;Casual;Simulation;Early Access,5.590000152587891
Adventure;Casual;Simulation;Strategy,3.2476923121855807
Adventure;Casual;Sports,3.990000009536743
Adventure;Casual;Strategy,6.217272606762973
Adventure;Casual;Strategy;Early Access,14.489999771118164
Adventure;Early Access,5.967777788639069
Adventure;Free to Play,0.0
Adventure;Free to Play;Indie,0.0
Adventure;Free to Play;Indie;Early Access,0.0
Adventure;Free to Play;Indie;Massively Multiplayer,0.0
Adventure;Free to Play;Indie;Massively Multiplayer;RPG,0.0
Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,0.0
Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,0.0
Adventure;Free to Play;Indie;RPG,0.08047619320097424
Adventure;Free to Play;Indie;RPG;Early Access,0.0
Adventure;Free to Play;Indie;RPG;Simulation;Strategy,0.0
Adventure;Free to Play;Indie;RPG;Strategy,0.3380000114440918
Adventure;Free to Play;Indie;Simulation,0.0
Adventure;Free to Play;Indie;Strategy;Early Access,0.0
Adventure;Free to Play;Massively Multiplayer,0.0
Adventure;Free to Play;Massively Multiplayer;RPG,0.0
Adventure;Free to Play;Massively Multiplayer;RPG;Simulation;Early Access,0.0
Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,0.0
Adventure;Free to Play;RPG,0.0
Adventure;Free to Play;RPG;Simulation;Strategy;Early Access,0.0
Adventure;Free to Play;RPG;Strategy,0.0
Adventure;Free to Play;RPG;Strategy;Early Access,0.0
Adventure;Free to Play;Simulation,0.5700000013623919
Adventure;Free to Play;Simulation;Strategy,0.0
Adventure;Free to Play;Sports,0.0
Adventure;Indie,5.835039458220417
Adventure;Indie;Casual,4.389999866485596
Adventure;Indie;Early Access,9.141851920772481
Adventure;Indie;Massively Multiplayer,1.8566666841506958
Adventure;Indie;Massively Multiplayer;RPG,0.0
Adventure;Indie;Massively Multiplayer;RPG;Early Access,15.489999771118164
Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,10.989999771118164
Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,14.989999771118164
Adventure;Indie;Massively Multiplayer;RPG;Strategy,10.056666612625122
Adventure;Indie;RPG,4.951784880264945
Adventure;Indie;RPG;Early Access,7.44599995136261
Adventure;Indie;RPG;Simulation,6.694761849585033
Adventure;Indie;RPG;Simulation;Early Access,8.037142821720668
Adventure;Indie;RPG;Simulation;Strategy,7.334999924898147
Adventure;Indie;RPG;Simulation;Strategy;Early Access,7.0149999260902405
Adventure;Indie;RPG;Strategy,8.255348766265913
Adventure;Indie;RPG;Strategy;Early Access,11.789999995912824
Adventure;Indie;Racing,4.839999973773956
Adventure;Indie;Racing;Early Access,6.5899999141693115
Adventure;Indie;Racing;RPG;Simulation;Early Access,9.290000200271606
Adventure;Indie;Racing;Simulation;Early Access,5.190000057220459
Adventure;Indie;Racing;Simulation;Sports,6.989999771118164
Adventure;Indie;Racing;Strategy;Early Access,1.590000033378601
Adventure;Indie;Simulation,5.826033023763294
Adventure;Indie;Simulation;Early Access,10.659999871253968
Adventure;Indie;Simulation;Sports,3.990000009536743
Adventure;Indie;Simulation;Strategy,8.97000000178814
Adventure;Indie;Simulation;Strategy;Early Access,10.173333336909613
Adventure;Indie;Sports,3.990000009536743
Adventure;Indie;Strategy,5.31946664651235
Adventure;Indie;Strategy;Early Access,6.568571448326111
Adventure;Massively Multiplayer,0.7900000214576721
Adventure;Massively Multiplayer;RPG,10.289999961853027
Adventure;Massively Multiplayer;RPG;Simulation;Early Access,23.790000915527344
Adventure;Massively Multiplayer;RPG;Strategy,0.0
Adventure;Massively Multiplayer;Strategy;Early Access,0.0
Adventure;RPG,9.398871031499677
Adventure;RPG;Early Access,9.739999890327454
Adventure;RPG;Simulation,5.649999904632568
Adventure;RPG;Simulation;Strategy,7.989999930063884
Adventure;RPG;Strategy,11.144615283379188
Adventure;RPG;Strategy;Early Access,4.939999938011169
Adventure;Racing,11.65666651725769
Adventure;Racing;Simulation;Sports,39.9900016784668
Adventure;Racing;Sports,7.190000057220459
Adventure;Simulation,8.032083253065744
Adventure;Simulation;Early Access,4.926666696866353
Adventure;Simulation;Sports,14.139999881386757
Adventure;Simulation;Strategy,5.210999941825866
Adventure;Sports,6.289999961853027
Adventure;Strategy,6.912777702013652
Adventure;Strategy;Early Access,0.0
Animation & Modeling,85.98999786376953
Animation & Modeling;Audio Production;Design & Illustration;Education;Early Access,10.989999771118164
Animation & Modeling;Audio Production;Design & Illustration;Utilities;Video Production;Web Publishing,10.989999771118164
Animation & Modeling;Audio Production;Software Training;Utilities;Video Production,22.989999771118164
Animation & Modeling;Audio Production;Utilities,2.0899999141693115
Animation & Modeling;Design & Illustration,21.390000343322754
Animation & Modeling;Design & Illustration;Education,5.190000057220459
Animation & Modeling;Design & Illustration;Education;Software Training;Utilities,47.389999866485596
Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Early Access,14.994999885559082
Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Game Development,13.789999961853027
Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Video Production;Web Publishing;Game Development,46.4900016784668
Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Web Publishing,60.9900016784668
Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Web Publishing;Game Development,178.32333119710287
Animation & Modeling;Design & Illustration;Education;Utilities;Early Access,29.989999771118164
Animation & Modeling;Design & Illustration;Education;Utilities;Web Publishing;Game Development,114.98999786376953
Animation & Modeling;Design & Illustration;Game Development,110.49000263214111
Animation & Modeling;Design & Illustration;Photo Editing,6.989999771118164
Animation & Modeling;Design & Illustration;Photo Editing;Software Training;Utilities;Video Production,22.989999771118164
Animation & Modeling;Design & Illustration;Photo Editing;Utilities,2.890000104904175
Animation & Modeling;Design & Illustration;Photo Editing;Utilities;Web Publishing;Game Development,0.0
Animation & Modeling;Design & Illustration;Utilities,12.273333589235941
Animation & Modeling;Design & Illustration;Utilities;Early Access,8.750000381469727
Animation & Modeling;Design & Illustration;Utilities;Video Production,10.989999771118164
Animation & Modeling;Design & Illustration;Utilities;Video Production;Early Access,15.489999771118164
Animation & Modeling;Design & Illustration;Video Production,154.99000549316406
Animation & Modeling;Design & Illustration;Web Publishing,17.389999866485596
Animation & Modeling;Early Access,7.190000057220459
Animation & Modeling;Education;Utilities;Web Publishing,69.98999786376953
Animation & Modeling;Software Training;Utilities;Early Access,2.0899999141693115
Animation & Modeling;Utilities,9.65666667620341
Animation & Modeling;Utilities;Early Access,3.7149999737739563
Animation & Modeling;Utilities;Video Production,1.4450000524520874
Animation & Modeling;Video Production,6.494999885559082
Audio Production,50.48999893665314
Audio Production;Design & Illustration;Utilities;Video Production;Web Publishing,7.989999771118164
Audio Production;Early Access,4.789999961853027
Audio Production;Education;Software Training;Video Production;Web Publishing,14.989999771118164
Audio Production;Utilities,9.21857135636466
Casual,4.593605269856425
Casual;Animation & Modeling;Video Production,0.7900000214576721
Casual;Early Access,5.085294215118184
Casual;Free to Play,0.0
Casual;Free to Play;Early Access,0.0
Casual;Free to Play;Indie,0.009294117899502024
Casual;Free to Play;Indie;Accounting;Animation & Modeling;Audio Production;Design & Illustration;Education;Photo Editing;Software Training;Utilities;Video Production;Web Publishing,0.0
Casual;Free to Play;Indie;Early Access,0.0
Casual;Free to Play;Indie;Massively Multiplayer;RPG,0.0
Casual;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,0.0
Casual;Free to Play;Indie;Massively Multiplayer;RPG;Simulation,0.0
Casual;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,0.0
Casual;Free to Play;Indie;Massively Multiplayer;Simulation,0.0
Casual;Free to Play;Indie;Massively Multiplayer;Simulation;Early Access,0.0
Casual;Free to Play;Indie;Massively Multiplayer;Simulation;Sports;Strategy,9.989999771118164
Casual;Free to Play;Indie;Massively Multiplayer;Strategy,0.0
Casual;Free to Play;Indie;RPG,0.0
Casual;Free to Play;Indie;RPG;Simulation,0.0
Casual;Free to Play;Indie;RPG;Simulation;Strategy,0.0
Casual;Free to Play;Indie;RPG;Simulation;Strategy;Early Access,0.0
Casual;Free to Play;Indie;RPG;Strategy,0.0
Casual;Free to Play;Indie;RPG;Strategy;Accounting;Animation & Modeling;Audio Production;Design & Illustration;Education;Photo Editing;Software Training;Utilities;Video Production;Web Publishing;Game Development,0.0
Casual;Free to Play;Indie;RPG;Strategy;Early Access,0.0
Casual;Free to Play;Indie;Racing,0.0
Casual;Free to Play;Indie;Racing;Early Access,0.0
Casual;Free to Play;Indie;Racing;Simulation,0.0
Casual;Free to Play;Indie;Racing;Simulation;Early Access,0.0
Casual;Free to Play;Indie;Racing;Sports,0.0
Casual;Free to Play;Indie;Racing;Strategy,0.0
Casual;Free to Play;Indie;Simulation,0.0
Casual;Free to Play;Indie;Simulation;Early Access,0.0
Casual;Free to Play;Indie;Simulation;Sports,0.0
Casual;Free to Play;Indie;Simulation;Sports;Early Access,0.0
Casual;Free to Play;Indie;Simulation;Sports;Strategy,0.0
Casual;Free to Play;Indie;Simulation;Strategy,1.1099999745686848
Casual;Free to Play;Indie;Simulation;Strategy;Early Access,0.0
Casual;Free to Play;Indie;Sports,0.0
Casual;Free to Play;Indie;Sports;Early Access,0.0
Casual;Free to Play;Indie;Strategy,0.0
Casual;Free to Play;Indie;Strategy;Early Access,0.0
Casual;Free to Play;Massively Multiplayer,0.0
Casual;Free to Play;Massively Multiplayer;Early Access,0.0
Casual;Free to Play;Massively Multiplayer;Education,0.0
Casual;Free to Play;Massively Multiplayer;RPG,0.0
Casual;Free to Play;Massively Multiplayer;RPG;Sports;Early Access,0.0
Casual;Free to Play;Massively Multiplayer;Simulation,0.0
Casual;Free to Play;Massively Multiplayer;Simulation;Sports,0.0
Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Strategy,0.0
Casual;Free to Play;Massively Multiplayer;Simulation;Strategy,0.0
Casual;Free to Play;Massively Multiplayer;Sports;Strategy,0.0
Casual;Free to Play;Massively Multiplayer;Strategy,0.0
Casual;Free to Play;RPG,0.0
Casual;Free to Play;RPG;Simulation,0.0
Casual;Free to Play;RPG;Simulation;Strategy,0.0
Casual;Free to Play;Simulation,0.0
Casual;Free to Play;Simulation;Early Access,0.0
Casual;Free to Play;Simulation;Sports,0.0
Casual;Free to Play;Simulation;Strategy,0.0
Casual;Free to Play;Sports,0.0
Casual;Free to Play;Sports;Strategy,0.0
Casual;Free to Play;Strategy,0.0
Casual;Free to Play;Strategy;Early Access,0.0
Casual;Indie,2.5877793347202864
Casual;Indie;Accounting;Design & Illustration;Software Training;Web Publishing;Documentary;Tutorial,3.9800000190734863
Casual;Indie;Audio Production;Early Access,10.989999771118164
Casual;Indie;Early Access,4.100816322832691
Casual;Indie;Education,39.9900016784668
Casual;Indie;Massively Multiplayer,0.7900000214576721
Casual;Indie;Massively Multiplayer;Early Access,1.5233333309491475
Casual;Indie;Massively Multiplayer;RPG;Early Access,10.789999842643738
Casual;Indie;Massively Multiplayer;Racing,4.389999985694885
Casual;Indie;Massively Multiplayer;Simulation;Early Access,0.0
Casual;Indie;Massively Multiplayer;Simulation;Sports;Early Access,5.989999771118164
Casual;Indie;Massively Multiplayer;Simulation;Strategy,1.690000057220459
Casual;Indie;Massively Multiplayer;Sports;Strategy,0.7900000214576721
Casual;Indie;Massively Multiplayer;Strategy,2.590000021457672
Casual;Indie;Massively Multiplayer;Strategy;Early Access,0.0
Casual;Indie;RPG,3.308363625136289
Casual;Indie;RPG;Early Access,4.123333374659221
Casual;Indie;RPG;Simulation,3.81527774532636
Casual;Indie;RPG;Simulation;Early Access,6.423333326975505
Casual;Indie;RPG;Simulation;Sports;Strategy,4.9899998505910235
Casual;Indie;RPG;Simulation;Strategy,3.8904545307159424
Casual;Indie;RPG;Simulation;Strategy;Early Access,7.689999938011169
Casual;Indie;RPG;Strategy,5.012727217240767
Casual;Indie;RPG;Strategy;Early Access,8.989999771118164
Casual;Indie;Racing,3.0917543936194036
Casual;Indie;Racing;Early Access,8.139999866485596
Casual;Indie;Racing;RPG;Simulation;Sports,1.690000057220459
Casual;Indie;Racing;Simulation,1.5677778058581882
Casual;Indie;Racing;Simulation;Early Access,14.989999771118164
Casual;Indie;Racing;Simulation;Sports,2.4566667079925537
Casual;Indie;Racing;Simulation;Sports;Early Access,6.123333474000295
Casual;Indie;Racing;Sports,3.330000013113022
Casual;Indie;Racing;Sports;Early Access,6.526666800181071
Casual;Indie;Racing;Strategy,9.289999961853027
Casual;Indie;Racing;Strategy;Early Access,7.190000057220459
Casual;Indie;Simulation,3.9529329520031062
Casual;Indie;Simulation;Animation & Modeling;Design & Illustration,0.0
Casual;Indie;Simulation;Audio Production,0.7900000214576721
Casual;Indie;Simulation;Early Access,7.684727177836678
Casual;Indie;Simulation;Education,7.190000057220459
Casual;Indie;Simulation;Sports,6.306399953365326
Casual;Indie;Simulation;Sports;Early Access,7.802500117570162
Casual;Indie;Simulation;Sports;Strategy,6.619047562281291
Casual;Indie;Simulation;Strategy,4.702197770495991
Casual;Indie;Simulation;Strategy;Early Access,8.188636335459622
Casual;Indie;Sports,3.531428562743323
Casual;Indie;Sports;Early Access,4.719285666942596
Casual;Indie;Sports;Strategy,3.2757142782211304
Casual;Indie;Sports;Strategy;Early Access,3.0399999618530273
Casual;Indie;Strategy,3.656799979770885
Casual;Indie;Strategy;Early Access,5.3910526319553975
Casual;Indie;Utilities,10.989999771118164
Casual;Massively Multiplayer;Early Access,0.0
Casual;Massively Multiplayer;Simulation,32.9900016784668
Casual;Massively Multiplayer;Simulation;Sports;Early Access,3.990000009536743
Casual;Massively Multiplayer;Simulation;Strategy,2.8233333627382913
Casual;RPG,4.669999945163727
Casual;RPG;Early Access,1.8899999856948853
Casual;RPG;Simulation,7.475714521748679
Casual;RPG;Simulation;Strategy,8.623333295186361
Casual;RPG;Strategy,6.489999771118164
Casual;RPG;Strategy;Early Access,3.990000009536743
Casual;Racing,4.1445454359054565
Casual;Racing;Early Access,0.7900000214576721
Casual;Racing;Simulation,10.890000025431315
Casual;Racing;Simulation;Early Access,0.0
Casual;Racing;Simulation;Sports,8.240000009536743
Casual;Racing;Sports,8.65666651725769
Casual;Simulation,5.407235732892665
Casual;Simulation;Animation & Modeling;Design & Illustration;Utilities,2.0899999141693115
Casual;Simulation;Early Access,4.021538450167729
Casual;Simulation;Sports,8.622272635048086
Casual;Simulation;Sports;Early Access,5.144999980926514
Casual;Simulation;Sports;Strategy,5.889999866485596
Casual;Simulation;Strategy,6.7972726727073844
Casual;Simulation;Strategy;Early Access,10.859999656677246
Casual;Sports,5.449047571136838
Casual;Strategy,6.353673489118109
Casual;Strategy;Early Access,0.8450000286102295
Casual;Strategy;Indie,5.989999771118164
Design & Illustration,11.997999954223634
Design & Illustration;Early Access,12.323333104451498
Design & Illustration;Education;Utilities,30.656665802001953
Design & Illustration;Education;Utilities;Early Access,11.390000343322754
Design & Illustration;Photo Editing,34.993333180745445
Design & Illustration;Utilities,10.989999771118164
Design & Illustration;Utilities;Game Development,46.4900016784668
Design & Illustration;Utilities;Video Production,2.7899999618530273
Design & Illustration;Utilities;Web Publishing,6.989999771118164
Design & Illustration;Utilities;Web Publishing;Early Access,0.0
Design & Illustration;Web Publishing,55.65666834513346
Early Access,7.6287499368190765
Education,1.5466666320959728
Education;Early Access,6.989999771118164
Education;Software Training,8.490000247955322
Education;Software Training;Utilities,0.0
Education;Software Training;Utilities;Video Production,14.989999771118164
Education;Software Training;Utilities;Web Publishing,0.0
Free to Play,0.0
Free to Play;Design & Illustration,0.0
Free to Play;Early Access,0.0
Free to Play;Indie,0.0
Free to Play;Indie;Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Web Publishing;Early Access,0.0
Free to Play;Indie;Early Access,0.0
Free to Play;Indie;Massively Multiplayer,0.0
Free to Play;Indie;Massively Multiplayer;Early Access,0.0
Free to Play;Indie;Massively Multiplayer;RPG,0.0
Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy,0.0
Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,0.0
Free to Play;Indie;Massively Multiplayer;RPG;Strategy,0.0
Free to Play;Indie;Massively Multiplayer;RPG;Strategy;Early Access,0.0
Free to Play;Indie;Massively Multiplayer;Racing;RPG;Strategy,0.0
Free to Play;Indie;Massively Multiplayer;Simulation,0.0
Free to Play;Indie;Massively Multiplayer;Simulation;Sports;Strategy,0.0
Free to Play;Indie;Massively Multiplayer;Strategy,0.0
Free to Play;Indie;Massively Multiplayer;Strategy;Early Access,0.0
Free to Play;Indie;RPG,0.0
Free to Play;Indie;RPG;Early Access,0.0
Free to Play;Indie;RPG;Simulation,0.0
Free to Play;Indie;RPG;Simulation;Strategy;Early Access,0.0
Free to Play;Indie;RPG;Strategy,0.0
Free to Play;Indie;RPG;Strategy;Early Access,0.0
Free to Play;Indie;Racing,0.0
Free to Play;Indie;Racing;Simulation,0.0
Free to Play;Indie;Racing;Simulation;Sports,0.0
Free to Play;Indie;Racing;Simulation;Sports;Early Access,0.0
Free to Play;Indie;Racing;Sports,0.0
Free to Play;Indie;Racing;Strategy,0.0
Free to Play;Indie;Simulation,0.0
Free to Play;Indie;Simulation;Early Access,6.663333257039388
Free to Play;Indie;Simulation;Sports,0.0
Free to Play;Indie;Simulation;Strategy,0.0
Free to Play;Indie;Simulation;Strategy;Early Access,0.0
Free to Play;Indie;Sports,0.0
Free to Play;Indie;Sports;Early Access,0.0
Free to Play;Indie;Sports;Strategy,0.0
Free to Play;Indie;Strategy,0.024687500670552254
Free to Play;Indie;Strategy;Early Access,0.0
Free to Play;Massively Multiplayer,0.0
Free to Play;Massively Multiplayer;RPG,0.0
Free to Play;Massively Multiplayer;RPG;Early Access,0.0
Free to Play;Massively Multiplayer;RPG;Simulation;Strategy,0.0
Free to Play;Massively Multiplayer;RPG;Strategy,0.0
Free to Play;Massively Multiplayer;RPG;Strategy;Early Access,0.0
Free to Play;Massively Multiplayer;Racing,0.0
Free to Play;Massively Multiplayer;Simulation,0.0
Free to Play;Massively Multiplayer;Simulation;Sports,0.0
Free to Play;Massively Multiplayer;Simulation;Strategy,0.0
Free to Play;Massively Multiplayer;Sports,0.0
Free to Play;Massively Multiplayer;Strategy,0.0
Free to Play;Massively Multiplayer;Strategy;Early Access,0.0
Free to Play;RPG,0.0
Free to Play;RPG;Early Access,0.0
Free to Play;RPG;Simulation,0.0
Free to Play;RPG;Strategy,0.0
Free to Play;RPG;Strategy;Early Access,0.0
Free to Play;Racing;Simulation;Early Access,0.0
Free to Play;Racing;Simulation;Sports,0.0
Free to Play;Racing;Simulation;Sports;Early Access,0.0
Free to Play;Simulation,0.0
Free to Play;Simulation;Animation & Modeling;Design & Illustration;Game Development,0.0
Free to Play;Simulation;Early Access,0.0
Free to Play;Simulation;Sports,0.0
Free to Play;Simulation;Strategy,0.0
Free to Play;Sports,0.0
Free to Play;Sports;Strategy,0.0
Free to Play;Strategy,0.0
Free to Play;Strategy;Early Access,0.0
Gore,14.989999771118164
Gore;Action,11.656666994094849
Gore;Action;Adventure;Casual;Indie,0.7900000214576721
Gore;Action;Adventure;Casual;Indie;Early Access,10.989999771118164
Gore;Action;Adventure;Indie,5.0741666456063585
Gore;Action;Adventure;Indie;Early Access,2.890000104904175
Gore;Action;Adventure;Indie;RPG,6.989999771118164
Gore;Action;Adventure;Indie;RPG;Simulation;Early Access,27.790000915527344
Gore;Action;Adventure;RPG;Early Access,10.989999771118164
Gore;Action;Adventure;Simulation;Strategy,11.390000343322754
Gore;Action;Casual;Indie,3.240000009536743
Gore;Action;Casual;Indie;Strategy,0.7900000214576721
Gore;Action;Early Access,3.990000009536743
Gore;Action;Free to Play;Indie,0.0
Gore;Action;Indie,2.591666658719381
Gore;Action;Indie;RPG,14.994999885559082
Gore;Action;Indie;RPG;Early Access,7.190000057220459
Gore;Action;Indie;Racing;Early Access,2.7899999618530273
Gore;Action;Indie;Strategy,4.540000081062317
Gore;Adventure,11.889999866485596
Gore;Adventure;Casual;Free to Play;Indie,0.0
Gore;Adventure;Casual;Indie,2.764999970793724
Gore;Adventure;Casual;Indie;Simulation,1.690000057220459
Gore;Adventure;Indie,3.081818174232136
Gore;Adventure;Indie;Early Access,5.789999961853027
Gore;Adventure;Indie;RPG,2.3900000154972076
Gore;Adventure;Indie;Racing,0.7900000214576721
Gore;Adventure;Indie;Simulation,1.690000057220459
Gore;Adventure;Simulation,2.0899999141693115
Gore;Casual;Indie;Simulation,2.3900000154972076
Gore;Casual;Indie;Simulation;Strategy,7.989999771118164
Gore;Indie,3.5899999936421714
Gore;Indie;Early Access,3.990000009536743
Gore;Indie;Simulation,1.7899999618530273
Gore;Indie;Simulation;Strategy,9.989999771118164
Gore;Simulation;Strategy,10.289999961853027
Indie,3.9570067841179517
Indie;Animation & Modeling,23.790000915527344
Indie;Audio Production,0.0
Indie;Audio Production;Utilities,4.789999961853027
Indie;Casual,4.581363531676206
Indie;Casual;Sports,13.989999771118164
