Genero,avg(Precio)
Indie;Early Access,5.913818155635487
Indie;Massively Multiplayer,1.2400000393390656
Indie;Massively Multiplayer;RPG,6.576666553815206
Indie;Massively Multiplayer;RPG;Early Access,11.639999836683273
Indie;Massively Multiplayer;RPG;Simulation,14.989999771118164
Indie;Massively Multiplayer;RPG;Simulation;Early Access,12.489999771118164
Indie;Massively Multiplayer;RPG;Simulation;Strategy,3.990000009536743
Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,11.390000343322754
Indie;Massively Multiplayer;RPG;Strategy,10.040000021457672
Indie;Massively Multiplayer;RPG;Strategy;Early Access,0.0
Indie;Massively Multiplayer;Racing;Simulation,3.990000009536743
Indie;Massively Multiplayer;Racing;Simulation;Early Access,4.789999961853027
Indie;Massively Multiplayer;Racing;Simulation;Sports,3.990000009536743
Indie;Massively Multiplayer;Simulation,22.739999771118164
Indie;Massively Multiplayer;Simulation;Early Access,7.190000057220459
Indie;Massively Multiplayer;Simulation;Sports;Early Access,11.390000343322754
Indie;Massively Multiplayer;Simulation;Strategy,14.989999771118164
Indie;Massively Multiplayer;Simulation;Strategy;Early Access,9.239999890327454
Indie;Massively Multiplayer;Strategy,7.029999923706055
Indie;Massively Multiplayer;Strategy;Early Access,9.489999890327454
Indie;RPG,5.335902412054016
Indie;RPG;Early Access,6.754999965429306
Indie;RPG;Simulation,6.5191999268531795
Indie;RPG;Simulation;Early Access,9.867777797910902
Indie;RPG;Simulation;Sports;Strategy,11.390000343322754
Indie;RPG;Simulation;Sports;Strategy;Early Access,15.489999771118164
Indie;RPG;Simulation;Strategy,8.869705776957904
Indie;RPG;Simulation;Strategy;Early Access,8.923333187898
Indie;RPG;Sports;Strategy,15.489999771118164
Indie;RPG;Strategy,8.359469622373581
Indie;RPG;Strategy;Early Access,9.00481476827904
Indie;Racing,5.324999962747097
Indie;Racing;Early Access,5.301111062367757
Indie;Racing;RPG;Simulation,1.9900000095367432
Indie;Racing;RPG;Sports,5.789999961853027
Indie;Racing;Simulation,12.009999799728394
Indie;Racing;Simulation;Early Access,8.47571417263576
Indie;Racing;Simulation;Sports,4.609999972581863
Indie;Racing;Simulation;Sports;Early Access,10.43999981880188
Indie;Racing;Simulation;Strategy,1.690000057220459
Indie;Racing;Sports,6.168571306126458
Indie;Racing;Sports;Early Access,8.464999973773956
Indie;Racing;Sports;Strategy;Early Access,6.989999771118164
Indie;Racing;Strategy,10.989999771118164
Indie;Simulation,7.059423052634184
Indie;Simulation;Animation & Modeling;Video Production;Early Access,11.390000343322754
Indie;Simulation;Audio Production;Early Access,8.339999914169312
Indie;Simulation;Early Access,8.418846138394796
Indie;Simulation;Education;Early Access,3.990000009536743
Indie;Simulation;Sports,8.644390260300986
Indie;Simulation;Sports;Early Access,12.423333247502645
Indie;Simulation;Sports;Strategy,14.28259265202063
Indie;Simulation;Sports;Strategy;Early Access,8.758333245913187
Indie;Simulation;Strategy,9.459151714774114
Indie;Simulation;Strategy;Early Access,10.36705121703637
Indie;Sports,6.20999996860822
Indie;Sports;Early Access,7.164999961853027
Indie;Sports;Strategy,8.601999855041504
Indie;Sports;Strategy;Early Access,7.989999771118164
Indie;Strategy,7.183031122002318
Indie;Strategy;Early Access,7.077068939291197
Massively Multiplayer;Early Access,5.340000152587891
Massively Multiplayer;RPG,12.489999771118164
Massively Multiplayer;RPG;Early Access,4.994999885559082
Massively Multiplayer;RPG;Strategy,0.0
Massively Multiplayer;RPG;Utilities;Early Access,0.0
Massively Multiplayer;Racing,33.9900016784668
Massively Multiplayer;Racing;Simulation;Sports,8.067499876022339
Massively Multiplayer;Racing;Strategy,0.0
Massively Multiplayer;Simulation;Sports;Early Access,0.7900000214576721
Massively Multiplayer;Strategy,7.190000057220459
Nudity;Action,22.989999771118164
Nudity;Action;Adventure,5.489999890327454
Nudity;Action;Adventure;Casual;Indie;Simulation;Early Access,3.990000009536743
Nudity;Action;Adventure;Free to Play;Massively Multiplayer;RPG,0.0
Nudity;Action;Adventure;Indie,2.0899999141693115
Nudity;Action;Casual,7.989999771118164
Nudity;Action;Casual;Indie,8.089999914169312
Nudity;Action;Indie,6.989999771118164
Nudity;Action;Indie;Early Access,11.390000343322754
Nudity;Adventure,15.351999855041504
Nudity;Adventure;Casual,6.989999771118164
Nudity;Adventure;Casual;Free to Play;Indie,0.0
Nudity;Adventure;Casual;Indie,3.1233332753181458
Nudity;Adventure;Casual;Indie;Early Access,4.789999961853027
Nudity;Adventure;Casual;Indie;RPG,1.690000057220459
Nudity;Adventure;Casual;Indie;RPG;Early Access,3.990000009536743
Nudity;Adventure;Casual;Indie;RPG;Simulation,2.0899999141693115
Nudity;Adventure;Indie;Early Access,0.7900000214576721
Nudity;Adventure;RPG;Strategy;Early Access,6.989999771118164
Nudity;Casual,6.989999771118164
Nudity;Casual;Free to Play,0.0
Nudity;Casual;Indie,3.2650000005960464
Nudity;Casual;Indie;Simulation,0.7900000214576721
Nudity;Casual;Indie;Sports,2.0899999141693115
Nudity;Casual;Indie;Strategy,2.3900000154972076
Nudity;Casual;Simulation,2.890000104904175
Nudity;Free to Play;Indie;Simulation,0.0
Nudity;Free to Play;Simulation,0.0
Nudity;Gore;Action;Adventure;Indie,0.7950000166893005
Nudity;Gore;Action;Indie,3.990000009536743
Nudity;Gore;Adventure;Casual;Indie,3.189999997615814
Nudity;Indie,5.590000033378601
Nudity;Indie;RPG,6.989999771118164
Nudity;RPG,20.840000867843628
Nudity;Simulation,7.190000057220459
Nudity;Violent;Action;Adventure;Casual;Indie;Simulation,1.690000057220459
Nudity;Violent;Action;Adventure;Indie,5.190000057220459
Nudity;Violent;Action;Adventure;Indie;Racing;Simulation;Early Access,1.9900000095367432
Nudity;Violent;Action;Adventure;RPG,5.489999890327454
Nudity;Violent;Action;Indie;Early Access,7.190000057220459
Nudity;Violent;Action;Indie;RPG,7.190000057220459
Nudity;Violent;Action;RPG;Strategy,7.190000057220459
Nudity;Violent;Adventure,4.789999961853027
Nudity;Violent;Adventure;Casual,8.489999771118164
Nudity;Violent;Adventure;Casual;Indie;Simulation,3.0
Nudity;Violent;Adventure;Indie,4.590000132719676
Nudity;Violent;Adventure;Indie;RPG,2.9266666968663535
Nudity;Violent;Casual;Indie;Simulation,6.989999771118164
Nudity;Violent;Free to Play;Indie;RPG;Simulation;Strategy,0.0
Nudity;Violent;Gore;Action,15.589999854564667
Nudity;Violent;Gore;Action;Adventure,17.356666485468548
Nudity;Violent;Gore;Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,0.7900000214576721
Nudity;Violent;Gore;Action;Adventure;Indie,12.709999942779541
Nudity;Violent;Gore;Action;Adventure;Indie;Early Access,7.190000057220459
Nudity;Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Early Access,9.289999961853027
Nudity;Violent;Gore;Action;Adventure;Indie;RPG,9.089999914169312
Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,11.489999890327454
Nudity;Violent;Gore;Action;Casual,5.090000033378601
Nudity;Violent;Gore;Action;Casual;Indie,0.7900000214576721
Nudity;Violent;Gore;Action;Indie,7.0899999141693115
Nudity;Violent;Gore;Action;Indie;Early Access,1.690000057220459
Nudity;Violent;Gore;Action;Indie;Simulation,3.4399999380111694
Nudity;Violent;Gore;Action;RPG,22.989999771118164
Nudity;Violent;Gore;Adventure;Casual;Simulation,4.989999771118164
Nudity;Violent;Gore;Adventure;Indie,4.989999771118164
Nudity;Violent;Gore;Casual;Indie,0.7900000214576721
Nudity;Violent;Gore;Indie;Early Access,5.590000152587891
Nudity;Violent;Indie,3.990000009536743
Nudity;Violent;Indie;Massively Multiplayer;Early Access,3.990000009536743
Photo Editing;Utilities;Video Production,6.989999771118164
RPG,10.157198306301545
RPG;Casual;Adventure,6.989999771118164
RPG;Early Access,11.098333229621252
RPG;Indie,4.659999926884969
RPG;Indie;Casual,14.989999771118164
RPG;Simulation,10.657777865727743
RPG;Simulation;Sports,11.390000343322754
RPG;Simulation;Strategy,10.973333184917768
RPG;Simulation;Strategy;Early Access,17.989999771118164
RPG;Sports;Strategy,6.989999771118164
RPG;Strategy,10.640632844423946
RPG;Strategy;Early Access,10.989999771118164
Racing,10.449268279279151
Racing;Early Access,2.8583333094914756
Racing;RPG;Simulation;Early Access,14.989999771118164
Racing;Simulation,7.882307777037988
Racing;Simulation;Early Access,10.149999856948853
Racing;Simulation;Sports,18.40086226730511
Racing;Simulation;Sports;Early Access,12.265000462532043
Racing;Simulation;Sports;Strategy,19.989999771118164
Racing;Simulation;Strategy;Early Access,3.990000009536743
Racing;Sports,13.037368288165645
Racing;Sports;Early Access,9.989999771118164
Sexual Content;Action,0.7900000214576721
Sexual Content;Action;Adventure;Casual;Indie;RPG;Early Access,2.0899999141693115
Sexual Content;Action;Adventure;Indie;RPG,0.7900000214576721
Sexual Content;Action;Adventure;Indie;Racing;Simulation;Sports,0.7900000214576721
Sexual Content;Action;Casual;Indie,5.590000033378601
Sexual Content;Action;Casual;Indie;Simulation;Strategy;Early Access,2.890000104904175
Sexual Content;Action;Indie,1.690000057220459
Sexual Content;Action;Strategy,6.190000057220459
Sexual Content;Adventure,23.790000915527344
Sexual Content;Adventure;Casual,11.989999850591024
Sexual Content;Adventure;Casual;Indie,7.672000074386597
Sexual Content;Adventure;Free to Play;Indie,0.0
Sexual Content;Adventure;Free to Play;Indie;Simulation,0.0
Sexual Content;Adventure;Indie,3.990000009536743
Sexual Content;Adventure;Indie;RPG,1.690000057220459
Sexual Content;Adventure;RPG;Strategy,19.489999771118164
Sexual Content;Adventure;Simulation,14.989999771118164
Sexual Content;Casual,1.6349999904632568
Sexual Content;Casual;Free to Play;Indie,0.0
Sexual Content;Casual;Indie,3.9524999409914017
Sexual Content;Casual;Indie;Simulation,7.12333345413208
Sexual Content;Casual;Indie;Simulation;Sports,3.190000057220459
Sexual Content;Free to Play;Indie,0.0
Sexual Content;Free to Play;Indie;RPG,0.0
Sexual Content;Free to Play;Indie;Simulation,0.0
Sexual Content;Gore;Adventure;Indie,14.989999771118164
Sexual Content;Gore;RPG;Simulation;Strategy,14.489999771118164
Sexual Content;Indie,5.389999896287918
Sexual Content;Indie;RPG,10.289999961853027
Sexual Content;Indie;Simulation,14.6899995803833
Sexual Content;Nudity,2.0899999141693115
Sexual Content;Nudity;Action,22.989999771118164
Sexual Content;Nudity;Action;Adventure;Indie,3.190000057220459
Sexual Content;Nudity;Action;Adventure;Indie;RPG,9.239999890327454
Sexual Content;Nudity;Action;Adventure;RPG,5.789999961853027
Sexual Content;Nudity;Action;Casual;Free to Play;Indie;Simulation,0.0
Sexual Content;Nudity;Action;Casual;Indie,0.7900000214576721
Sexual Content;Nudity;Action;Casual;Indie;RPG;Simulation;Strategy,24.989999771118164
Sexual Content;Nudity;Action;Casual;Indie;Simulation,3.190000057220459
Sexual Content;Nudity;Action;Indie,6.190000057220459
Sexual Content;Nudity;Action;Indie;RPG,15.489999771118164
Sexual Content;Nudity;Adventure,17.823333740234375
Sexual Content;Nudity;Adventure;Casual,8.959999930858611
Sexual Content;Nudity;Adventure;Casual;Indie,6.006666719913483
Sexual Content;Nudity;Adventure;Casual;Indie;RPG,9.089999914169312
Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Simulation,1.590000033378601
Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Strategy,5.190000057220459
Sexual Content;Nudity;Adventure;Casual;Indie;Simulation,10.989999830722809
Sexual Content;Nudity;Adventure;Casual;Simulation,18.489999771118164
Sexual Content;Nudity;Adventure;Free to Play;Indie;RPG,0.0
Sexual Content;Nudity;Adventure;Indie,9.610000085830688
Sexual Content;Nudity;Adventure;Indie;RPG,14.989999771118164
Sexual Content;Nudity;Adventure;Indie;Simulation;Strategy,3.0999999046325684
Sexual Content;Nudity;Adventure;RPG,2.5449999570846558
Sexual Content;Nudity;Adventure;Simulation,12.123333315054575
Sexual Content;Nudity;Casual,8.423333247502645
Sexual Content;Nudity;Casual;Free to Play;Indie,0.0
Sexual Content;Nudity;Casual;Free to Play;Indie;RPG,0.0
Sexual Content;Nudity;Casual;Indie,6.1138094408171515
Sexual Content;Nudity;Casual;Indie;RPG,2.1900000125169754
Sexual Content;Nudity;Casual;Indie;Simulation,5.618571392127445
Sexual Content;Nudity;Casual;Indie;Simulation;Strategy,0.7900000214576721
Sexual Content;Nudity;Casual;Indie;Strategy,1.690000057220459
Sexual Content;Nudity;Casual;Simulation,9.289999961853027
Sexual Content;Nudity;Gore;Action;Adventure;Casual;Indie;RPG;Simulation,4.789999961853027
Sexual Content;Nudity;Gore;Casual;Indie,2.0899999141693115
Sexual Content;Nudity;Indie,8.18999981880188
Sexual Content;Nudity;Indie;RPG;Simulation,1.690000057220459
Sexual Content;Nudity;Indie;RPG;Simulation;Strategy,18.989999771118164
Sexual Content;Nudity;Indie;Simulation,6.989999771118164
Sexual Content;Nudity;Indie;Strategy,14.989999771118164
Sexual Content;Nudity;RPG,19.489999771118164
Sexual Content;Nudity;Violent;Action;Adventure;Indie,5.990000009536743
Sexual Content;Nudity;Violent;Action;Casual,6.989999771118164
Sexual Content;Nudity;Violent;Action;Casual;Indie,3.990000009536743
Sexual Content;Nudity;Violent;Adventure;Casual,0.7900000214576721
Sexual Content;Nudity;Violent;Adventure;Casual;Indie,0.7900000214576721
Sexual Content;Nudity;Violent;Adventure;Casual;Indie;Simulation,2.5450000166893005
Sexual Content;Nudity;Violent;Adventure;Indie;RPG,3.990000009536743
Sexual Content;Nudity;Violent;Casual;Indie,6.989999771118164
Sexual Content;Nudity;Violent;Casual;Indie;RPG,4.789999961853027
Sexual Content;Nudity;Violent;Gore;Action;Adventure,34.9900016784668
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;RPG,1.690000057220459
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy,1.690000057220459
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie,12.545000433921814
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;Early Access,2.840000033378601
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG,5.990000009536743
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Early Access,6.989999771118164
Sexual Content;Nudity;Violent;Gore;Action;Casual,1.690000057220459
Sexual Content;Nudity;Violent;Gore;Action;Indie,6.289999961853027
Sexual Content;Nudity;Violent;Gore;Adventure;Casual,30.989999771118164
Sexual Content;Nudity;Violent;Gore;Adventure;Free to Play;Indie;RPG,0.0
Sexual Content;Nudity;Violent;Gore;Adventure;Indie,10.989999771118164
Sexual Content;Nudity;Violent;Gore;Adventure;Indie;RPG,0.7900000214576721
Sexual Content;Nudity;Violent;Gore;Adventure;Indie;Simulation;Strategy,3.990000009536743
Sexual Content;Nudity;Violent;Gore;Free to Play;RPG,0.0
Sexual Content;Nudity;Violent;Gore;Indie;Simulation,3.990000009536743
Sexual Content;Nudity;Violent;Gore;RPG,49.9900016784668
Sexual Content;Nudity;Violent;Gore;RPG;Early Access,0.0
Sexual Content;Nudity;Violent;Indie;Simulation,10.989999771118164
Sexual Content;Nudity;Violent;Indie;Simulation;Strategy,7.190000057220459
Sexual Content;RPG,7.889999896287918
Sexual Content;Simulation,3.990000009536743
Sexual Content;Strategy,14.989999771118164
Sexual Content;Violent;Action,11.189999918142954
Sexual Content;Violent;Action;Adventure;Indie,7.190000057220459
Sexual Content;Violent;Action;Casual;Indie,5.789999961853027
Sexual Content;Violent;Action;Indie;Early Access,7.190000057220459
Sexual Content;Violent;Action;Indie;Massively Multiplayer;Racing;RPG;Simulation,6.989999771118164
Sexual Content;Violent;Action;Indie;Simulation,1.690000057220459
Sexual Content;Violent;Adventure;Casual,15.489999771118164
Sexual Content;Violent;Adventure;Casual;Indie;RPG;Simulation,1.690000057220459
Sexual Content;Violent;Adventure;Free to Play;Indie,0.0
Sexual Content;Violent;Adventure;Indie,4.989999771118164
Sexual Content;Violent;Adventure;Indie;Simulation,5.989999771118164
Sexual Content;Violent;Adventure;Indie;Strategy,13.989999771118164
Sexual Content;Violent;Casual;Free to Play;Indie,0.0
Sexual Content;Violent;Casual;Indie,6.190000057220459
Sexual Content;Violent;Free to Play,0.0
Sexual Content;Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,1.690000057220459
Sexual Content;Violent;Gore;Action;Casual;Free to Play;Indie,0.0
Sexual Content;Violent;Gore;Action;Casual;Free to Play;Indie;Strategy,0.0
Sexual Content;Violent;Gore;Adventure;Casual;Indie,4.989999771118164
Sexual Content;Violent;Gore;Adventure;Free to Play;Indie,0.0
Sexual Content;Violent;Gore;Adventure;Indie,4.114999949932098
Sexual Content;Violent;Gore;Adventure;Indie;Early Access,1.590000033378601
Sexual Content;Violent;Gore;Adventure;Indie;RPG;Early Access,1.690000057220459
Sexual Content;Violent;Gore;Adventure;Indie;Simulation,1.690000057220459
Sexual Content;Violent;Gore;Casual,0.7900000214576721
Sexual Content;Violent;Gore;Indie,1.690000057220459
Sexual Content;Violent;Gore;Simulation,0.0
Sexual Content;Violent;Indie,5.489999890327454
Sexual Content;Violent;RPG,3.990000009536743
Simulation,10.656478302027299
Simulation;Early Access,11.34724132768039
Simulation;Education,7.190000057220459
Simulation;Education;Software Training,0.0
Simulation;Sports,14.992692370827381
Simulation;Sports;Early Access,13.440000255902609
Simulation;Sports;Strategy,11.156153678894043
Simulation;Sports;Strategy;Early Access,7.190000057220459
Simulation;Strategy,14.859212105563193
Simulation;Strategy;Early Access,11.07461536847628
Simulation;Utilities,9.989999771118164
Software Training;Utilities,0.0
Sports,13.79682550638441
Sports;Casual,6.989999771118164
Sports;Early Access,4.7119999647140505
Sports;Strategy,9.847142628261022
Sports;Strategy;Early Access,7.989999771118164
Strategy,9.504255262108842
Strategy;Action;Indie,4.789999961853027
Strategy;Casual,6.739999771118164
Strategy;Early Access,8.55550004541874
Strategy;Indie,6.589999834696452
Strategy;Indie;Casual,5.989999890327454
Strategy;RPG,9.989999771118164
Strategy;RPG;Indie,1.5685713972364153
Strategy;Simulation,7.989999771118164
Utilities,5.544736901396199
Utilities;Early Access,2.459999998410543
Utilities;Game Development;Early Access,3.990000009536743
Utilities;Video Production,3.1699999570846558
Utilities;Video Production;Early Access,2.840000033378601
Utilities;Video Production;Web Publishing;Early Access,0.0
Utilities;Web Publishing,6.989999771118164
Video Production,1.3300000031789143
Violent,0.0
Violent;Action,7.82526326493213
Violent;Action;Adventure,16.781666656335194
Violent;Action;Adventure;Casual;Free to Play;Indie;Early Access,0.0
Violent;Action;Adventure;Casual;Indie,3.990000009536743
Violent;Action;Adventure;Casual;Indie;Early Access,7.190000057220459
Violent;Action;Adventure;Casual;Indie;RPG,5.190000057220459
Violent;Action;Adventure;Casual;Indie;RPG;Early Access,4.989999771118164
Violent;Action;Adventure;Casual;Indie;RPG;Simulation;Early Access,6.190000057220459
Violent;Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,3.990000009536743
Violent;Action;Adventure;Casual;Indie;RPG;Strategy,3.990000009536743
Violent;Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Strategy,23.790000915527344
Violent;Action;Adventure;Casual;Indie;Simulation,14.989999771118164
Violent;Action;Adventure;Casual;RPG;Early Access,6.989999771118164
Violent;Action;Adventure;Casual;Simulation;Strategy,1.690000057220459
Violent;Action;Adventure;Early Access,1.3900000154972076
Violent;Action;Adventure;Free to Play;RPG;Simulation,0.0
Violent;Action;Adventure;Indie,3.8829166119297347
Violent;Action;Adventure;Indie;Early Access,1.690000057220459
Violent;Action;Adventure;Indie;Massively Multiplayer;RPG,15.489999771118164
Violent;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy,2.0899999141693115
Violent;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy,4.789999961853027
Violent;Action;Adventure;Indie;RPG,2.3900000055631003
Violent;Action;Adventure;Indie;RPG;Early Access,11.390000343322754
Violent;Action;Adventure;Indie;RPG;Simulation,1.590000033378601
Violent;Action;Adventure;Indie;RPG;Simulation;Sports,5.190000057220459
Violent;Action;Adventure;Indie;Simulation,3.889999896287918
Violent;Action;Adventure;Indie;Simulation;Early Access,5.989999771118164
Violent;Action;Adventure;Indie;Simulation;Strategy,3.0399999618530273
Violent;Action;Adventure;Indie;Simulation;Strategy;Early Access,4.789999961853027
Violent;Action;Adventure;Indie;Strategy,4.789999961853027
Violent;Action;Adventure;Indie;Strategy;Early Access,4.989999771118164
Violent;Action;Adventure;RPG,11.15666643778483
Violent;Action;Adventure;RPG;Early Access,7.190000057220459
Violent;Action;Adventure;RPG;Strategy;Early Access,18.989999771118164
Violent;Action;Adventure;Simulation,1.590000033378601
Violent;Action;Adventure;Strategy,22.99000072479248
Violent;Action;Adventure;Strategy;Early Access,10.989999771118164
Violent;Action;Casual,4.114999949932098
Violent;Action;Casual;Early Access,6.989999771118164
Violent;Action;Casual;Free to Play;Indie,0.0
Violent;Action;Casual;Free to Play;Indie;Strategy,0.0
Violent;Action;Casual;Indie,3.6536363580010156
Violent;Action;Casual;Indie;Early Access,5.440000017484029
Violent;Action;Casual;Indie;Massively Multiplayer;Racing,3.990000009536743
Violent;Action;Casual;Indie;Simulation,3.7150000035762787
Violent;Action;Casual;Indie;Simulation;Early Access,10.989999771118164
Violent;Action;Casual;Indie;Simulation;Strategy,2.0899999141693115
Violent;Action;Casual;Indie;Sports,1.690000057220459
Violent;Action;Casual;Indie;Strategy,4.990000009536743
Violent;Action;Casual;Indie;Strategy;Early Access,5.3399999141693115
Violent;Action;Casual;Racing,2.7899999618530273
Violent;Action;Casual;Simulation,4.889999866485596
Violent;Action;Early Access,16.923333485921223
Violent;Action;Free to Play;Indie,0.0
Violent;Action;Free to Play;Indie;Massively Multiplayer,2.0899999141693115
Violent;Action;Free to Play;Massively Multiplayer;Strategy,0.0
Violent;Action;Indie,4.537499989072482
Violent;Action;Indie;Early Access,8.659230805360354
Violent;Action;Indie;Massively Multiplayer,0.0
Violent;Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access,2.0899999141693115
Violent;Action;Indie;RPG;Simulation;Strategy,7.190000057220459
Violent;Action;Indie;RPG;Strategy,3.990000009536743
Violent;Action;Indie;Racing,6.989999771118164
Violent;Action;Indie;Simulation,5.649999952316284
Violent;Action;Indie;Simulation;Early Access,5.789999961853027
Violent;Action;Indie;Simulation;Strategy;Early Access,14.989999771118164
Violent;Action;Indie;Sports;Early Access,8.09000015258789
Violent;Action;Indie;Strategy,3.9899998903274536
Violent;Action;Indie;Strategy;Early Access,6.989999771118164
Violent;Action;Massively Multiplayer,0.0
Violent;Action;Massively Multiplayer;Simulation;Sports,1.590000033378601
Violent;Action;RPG,3.494999885559082
Violent;Action;Racing,12.389999866485596
Violent;Action;Simulation,8.023333152135214
Violent;Action;Simulation;Early Access,3.990000009536743
Violent;Action;Simulation;Sports,7.190000057220459
Violent;Action;Simulation;Strategy,3.490000009536743
Violent;Action;Strategy,4.307142811162131
Violent;Action;Strategy;Early Access,5.989999771118164
Violent;Adventure,9.83999988436699
Violent;Adventure;Casual,8.669999933242797
Violent;Adventure;Casual;Free to Play;Indie,0.0
Violent;Adventure;Casual;Free to Play;Indie;Simulation,0.0
Violent;Adventure;Casual;Indie,3.310000002384186
Violent;Adventure;Casual;Indie;RPG;Simulation,2.0899999141693115
Violent;Adventure;Casual;Indie;RPG;Simulation;Strategy,3.990000009536743
Violent;Adventure;Casual;Indie;Simulation,0.7900000214576721
Violent;Adventure;Casual;Indie;Strategy;Early Access,5.190000057220459
Violent;Adventure;Casual;Simulation,7.389999866485596
Violent;Adventure;Free to Play;Indie,0.0
Violent;Adventure;Free to Play;Indie;RPG;Early Access,0.0
Violent;Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,0.0
Violent;Adventure;Indie,6.0239999453226725
Violent;Adventure;Indie;Early Access,7.190000057220459
Violent;Adventure;Indie;RPG,3.990000009536743
Violent;Adventure;Indie;RPG;Simulation,7.989999771118164
Violent;Adventure;Indie;RPG;Strategy,13.989999771118164
Violent;Adventure;Indie;Simulation,22.989999771118164
Violent;Adventure;Indie;Simulation;Strategy;Early Access,5.989999771118164
Violent;Adventure;RPG,6.989999771118164
Violent;Casual;Indie,8.289999961853027
Violent;Casual;Indie;Strategy,5.490000009536743
Violent;Casual;RPG;Simulation;Strategy,3.990000009536743
Violent;Free to Play;Indie;Strategy,0.0
Violent;Free to Play;Indie;Strategy;Early Access,0.0
Violent;Gore,0.0
Violent;Gore;Action,7.2299999505281445
Violent;Gore;Action;Adventure,6.962727232412859
Violent;Gore;Action;Adventure;Casual,7.539999961853027
Violent;Gore;Action;Adventure;Casual;Early Access,11.390000343322754
Violent;Gore;Action;Adventure;Casual;Indie,2.963636344129389
Violent;Gore;Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Early Access,7.190000057220459
Violent;Gore;Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access,0.7900000214576721
Violent;Gore;Action;Adventure;Casual;Indie;RPG,3.990000009536743
Violent;Gore;Action;Adventure;Casual;Indie;RPG;Early Access,13.489999771118164
Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,0.7900000214576721
Violent;Gore;Action;Adventure;Casual;Indie;Racing,3.990000009536743
Violent;Gore;Action;Adventure;Casual;Indie;Racing;Simulation;Sports,0.7900000214576721
Violent;Gore;Action;Adventure;Casual;Indie;Racing;Sports,0.7900000214576721
Violent;Gore;Action;Adventure;Casual;Indie;Simulation,15.489999771118164
Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy;Video Production,0.0
Violent;Gore;Action;Adventure;Casual;Indie;Strategy,6.490000009536743
Violent;Gore;Action;Adventure;Casual;RPG,6.989999771118164
Violent;Gore;Action;Adventure;Casual;Sports,4.789999961853027
Violent;Gore;Action;Adventure;Early Access,0.7900000214576721
Violent;Gore;Action;Adventure;Free to Play,0.0
Violent;Gore;Action;Adventure;Free to Play;Indie,0.0
Violent;Gore;Action;Adventure;Free to Play;Indie;RPG;Early Access,0.0
Violent;Gore;Action;Adventure;Indie,5.33871792218624
Violent;Gore;Action;Adventure;Indie;Early Access,5.312222169505225
Violent;Gore;Action;Adventure;Indie;Massively Multiplayer,154.99000549316406
Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,19.989999771118164
Violent;Gore;Action;Adventure;Indie;RPG,5.451538406885588
Violent;Gore;Action;Adventure;Indie;RPG;Early Access,10.639999866485596
Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,14.989999771118164
Violent;Gore;Action;Adventure;Indie;RPG;Strategy,4.590000033378601
Violent;Gore;Action;Adventure;Indie;Racing,2.0899999141693115
Violent;Gore;Action;Adventure;Indie;Racing;RPG;Simulation;Strategy,2.0899999141693115
Violent;Gore;Action;Adventure;Indie;Simulation,4.889999968664987
Violent;Gore;Action;Adventure;Indie;Simulation;Early Access,6.790000120798747
Violent;Gore;Action;Adventure;Indie;Simulation;Strategy,11.390000343322754
Violent;Gore;Action;Adventure;Indie;Strategy,3.990000009536743
Violent;Gore;Action;Adventure;Indie;Strategy;Early Access,11.390000343322754
Violent;Gore;Action;Adventure;RPG,10.139999866485596
Violent;Gore;Action;Adventure;RPG;Simulation,5.789999961853027
Violent;Gore;Action;Adventure;RPG;Simulation;Strategy;Early Access,5.789999961853027
Violent;Gore;Action;Adventure;Simulation,14.989999771118164
Violent;Gore;Action;Adventure;Strategy,0.0
Violent;Gore;Action;Adventure;Strategy;Early Access,6.989999771118164
Violent;Gore;Action;Casual;Early Access,3.990000009536743
Violent;Gore;Action;Casual;Indie,2.804285764694214
